x,最低价-防具-Lv100堕落的遗影（低）,最低价-防具-Lv100传说防具（低）,最低价-防具-Lv85安徒恩传说防具（低）,最低价-防具-Lv85远古/魂远古传说防具（低）,最低价-防具-Lv90传说防具（低）,最低价-武器-Lv100史诗武器（低）,最低价-武器-Lv85远古/魂远古传说武器（低）,最低价-武器-Lv90传说武器（低）,最低价-武器-Lv85安徒恩传说武器（低）,最低价-首饰-Lv85传说首饰（低）,最低价-首饰-Lv80以下传说首饰（低）,最低价-特殊装备-Lv85传说魔法石（低）,最低价-特殊装备-Lv85传说辅助（低）,最低价-附魔卡片及宝珠-传说卡片（低）,最低价-附魔卡片及宝珠-神器卡片（低）,最低价-附魔卡片及宝珠-稀有卡片（低）,最低价-武器-Lv85释魂武器（低）
18.06.03,,,1954846.0,1894365.0,2028189.0,,1870377.0,2034874.0,1904394.0,2331995.0,1963809.0,2012326.0,2101170.0,,1595516.0,255156.0,2142272.0
18.06.04,,,1919827.0,1867285.0,1920859.0,,1852326.0,1933723.0,1871563.0,2287537.0,1908936.0,1970602.0,2039410.0,,1674438.0,257602.0,2069695.0
18.06.05,,,1908905.0,1852402.0,1887602.0,,1849593.0,1865609.0,1852456.0,2298564.0,1889811.0,1952504.0,2027588.0,,1676194.0,257965.0,2051611.0
18.06.06,,,1904351.0,1854444.0,1890962.0,,1812591.0,1859703.0,1856533.0,2297886.0,1902367.0,1942194.0,2024916.0,,1691572.0,255702.0,2049606.0
18.06.07,,,1909950.0,1849583.0,1891063.0,,1816666.0,1861996.0,1857149.0,2317243.0,1934716.0,1957602.0,2017265.0,,1799870.0,261853.0,2054359.0
18.06.08,,,1896421.0,1839622.0,1891388.0,,1845281.0,1861203.0,1852691.0,2357529.0,1869430.0,1942501.0,2030048.0,,1802463.0,269653.0,2060538.0
18.06.09,,,1886991.0,1841434.0,1930930.0,,1836833.0,1866957.0,1826000.0,2358276.0,1929562.0,1941288.0,2026016.0,,1773723.0,270335.0,2061224.0
18.06.10,,,1860314.0,1804939.0,1918932.0,,1790275.0,1866028.0,1793634.0,2287469.0,1910509.0,1915922.0,1999297.0,,1753427.0,270285.0,2032455.0
18.06.11,,,1836638.0,1777777.0,1833586.0,,1765957.0,1789665.0,1780806.0,2244501.0,1880188.0,1905776.0,1974573.0,,1753168.0,268921.0,1987999.0
18.06.12,,,1833825.0,1777396.0,1814170.0,,1735776.0,1766347.0,1776832.0,2237324.0,1877475.0,1893994.0,1940315.0,,1753643.0,270788.0,1970490.0
18.06.13,,,1836966.0,1764104.0,1818125.0,,1725000.0,1768113.0,1677021.0,2196390.0,1847210.0,1880262.0,1965545.0,,1764339.0,263151.0,1970192.0
18.06.14,,,1843183.0,1760965.0,1832248.0,,1740374.0,1765965.0,1760215.0,2218402.0,1784668.0,1894655.0,1972046.0,,1807229.0,271745.0,1908157.0
18.06.15,,,1889677.0,1764380.0,1872891.0,,1709399.0,1771379.0,1752525.0,2230074.0,1865758.0,1912968.0,1968457.0,,1803507.0,273205.0,2029238.0
18.06.16,,,1904121.0,1783998.0,1996996.0,,1775506.0,1835088.0,1786251.0,2391368.0,1854518.0,1958797.0,2062888.0,,1785227.0,273430.0,2060417.0
18.06.17,,,1906014.0,1846133.0,1997845.0,,1788907.0,1919731.0,1793998.0,2388589.0,1876276.0,1953587.0,2026842.0,,1770960.0,272919.0,2060197.0
18.06.18,,,1907892.0,1817081.0,1918102.0,,1711050.0,1887751.0,1788804.0,2373797.0,1967523.0,1925261.0,1995273.0,,1774006.0,272646.0,2061690.0
18.06.19,,,1918425.0,1800643.0,1916528.0,,1752249.0,1887858.0,1699757.0,2346021.0,1847929.0,1953437.0,2045805.0,,1775864.0,273301.0,2090194.0
18.06.20,,,1925870.0,1822847.0,1916180.0,,1811636.0,1881032.0,1829909.0,2339114.0,1947687.0,1966745.0,2036315.0,,1791934.0,275031.0,2130405.0
18.06.21,,,2013763.0,1953048.0,1955402.0,,1907429.0,1886663.0,1870357.0,2286774.0,1985491.0,2040753.0,2076106.0,,1911846.0,274871.0,2233477.0
18.06.22,,,2141618.0,2121800.0,2159170.0,,2047954.0,2082538.0,2024799.0,2320504.0,2029985.0,2213068.0,2301854.0,,1903055.0,274761.0,2348533.0
18.06.23,,,2133116.0,2098429.0,2180532.0,,2033333.0,2090243.0,2005904.0,2304542.0,2123272.0,2217164.0,2313265.0,,1886266.0,272533.0,2361620.0
18.06.24,,,2113875.0,2045378.0,2171974.0,,1899998.0,2105124.0,1992626.0,2274884.0,2109020.0,2158177.0,2245955.0,,1872385.0,273126.0,2400953.0
18.06.25,,,2108437.0,2001997.0,2085039.0,,1992397.0,2009474.0,1995917.0,2231862.0,2098576.0,2152097.0,2228128.0,,1872559.0,272920.0,2414744.0
18.06.26,,,2095685.0,2000339.0,2063686.0,,1894749.0,1997402.0,1985955.0,2193664.0,2053351.0,2161422.0,2214495.0,,1870512.0,271382.0,2424527.0
18.06.27,,,2098995.0,2004060.0,2062007.0,,1946622.0,2006078.0,2019480.0,2159744.0,2010714.0,2153876.0,2177484.0,,1871800.0,272896.0,2448026.0
18.06.28,,,2103508.0,1998380.0,2069274.0,,1955805.0,2003825.0,2002532.0,2195291.0,1972893.0,2153123.0,2234909.0,,1893936.0,273261.0,2584385.0
18.06.29,,,2118721.0,2112515.0,2093974.0,,2114979.0,2152855.0,2108276.0,2186598.0,2072116.0,2196905.0,2261590.0,,1946833.0,272491.0,2616776.0
18.06.30,,,2114914.0,2126303.0,2207464.0,,2145320.0,2269160.0,2140166.0,2210985.0,2144742.0,2215617.0,2282271.0,,1948068.0,280998.0,2697976.0
18.07.01,,,2135087.0,2125521.0,2191408.0,,2155468.0,2281089.0,2133214.0,2238697.0,2070880.0,2217365.0,2313375.0,,1937213.0,281201.0,2746164.0
18.07.02,,,2101171.0,2124282.0,2112211.0,,2132452.0,2163000.0,2111110.0,2218168.0,2175754.0,2164215.0,2277605.0,,1938286.0,280444.0,2791082.0
18.07.03,,,2135087.0,2125521.0,2191408.0,,2155468.0,2281089.0,2133214.0,2238697.0,2038000.0,2217365.0,2313375.0,,1937213.0,280460.0,2746164.0
18.07.04,,,2120461.0,2116031.0,2090831.0,,2147395.0,2126994.0,2131176.0,2224987.0,2112353.0,2126564.0,2250574.0,,1951390.0,285660.0,2810501.0
18.07.05,,,2116330.0,2113205.0,2086069.0,,2142448.0,2130369.0,2136038.0,2217499.0,2085430.0,2160936.0,2235382.0,,2003325.0,281951.0,2853307.0
18.07.06,,,2113852.0,2111999.0,2092779.0,,2135566.0,2127537.0,2132263.0,2217081.0,2088945.0,2166866.0,2231576.0,,2025488.0,292258.0,2909801.0
18.07.07,,,2110672.0,2102116.0,2117807.0,,2124652.0,2138507.0,2110074.0,2214205.0,2036220.0,2168532.0,2227805.0,,2016669.0,292058.0,2833580.0
18.07.08,,,2049536.0,2079252.0,2090024.0,,2067865.0,2112809.0,2018374.0,2158443.0,2040890.0,2139545.0,2196656.0,,1986114.0,288597.0,2784156.0
18.07.09,,,2074648.0,1998832.0,2060130.0,,1888888.0,2011624.0,2009999.0,2181348.0,2039670.0,2125994.0,2157028.0,,1976097.0,289540.0,2550369.0
18.07.10,,,2063705.0,2004416.0,2021635.0,,1995000.0,1977915.0,2002461.0,2165911.0,1981054.0,2120127.0,2120656.0,,1972143.0,288931.0,2457765.0
18.07.11,,,2043209.0,2045726.0,2020823.0,,1978704.0,1978207.0,1903848.0,2157872.0,1990167.0,2114682.0,2166844.0,,1974244.0,288842.0,2424822.0
18.07.12,,,2048813.0,2044354.0,2032140.0,,2034993.0,2020955.0,2046148.0,2173308.0,2027411.0,2126577.0,2190399.0,,1967535.0,287104.0,2402895.0
18.07.13,,,2019960.0,2034676.0,2021258.0,,2031066.0,2021728.0,2020042.0,2164327.0,1876249.0,2109782.0,2172084.0,,1975193.0,290635.0,2421568.0
18.07.14,,,2007412.0,2015643.0,2029098.0,,2014609.0,2028531.0,2004061.0,2154341.0,1896019.0,2098028.0,2173134.0,,1972596.0,292256.0,2408135.0
18.07.15,,,1994264.0,1993085.0,2034610.0,,1989640.0,2070139.0,1991456.0,2135899.0,1983199.0,2078601.0,2164142.0,,1948187.0,293008.0,2345601.0
18.07.16,,,1990178.0,1984526.0,1980968.0,,1984459.0,1984498.0,1987630.0,2123186.0,1976923.0,2069785.0,2151177.0,,1938675.0,292190.0,2414506.0
18.07.17,,,1931556.0,1945459.0,1920952.0,,1925866.0,1926003.0,1951569.0,2086996.0,1932433.0,1964371.0,2094226.0,,1919996.0,286872.0,2331725.0
18.07.18,,,1979672.0,1983754.0,1951230.0,,1955270.0,1960810.0,1985989.0,2118131.0,1944939.0,2057111.0,2141201.0,,1938272.0,293201.0,2514667.0
18.07.19,,,1984607.0,1986760.0,1955605.0,,1960361.0,1974020.0,1985142.0,2110176.0,1890044.0,2065236.0,2108720.0,,1951155.0,295290.0,2724151.0
18.07.20,,,2005112.0,2000499.0,1988012.0,,1998530.0,2004794.0,2012248.0,2120482.0,1942558.0,2080112.0,2158414.0,,1969623.0,296663.0,2411150.0
18.07.21,,,2018929.0,2022261.0,2085263.0,,2011794.0,2126115.0,2015360.0,2168315.0,1935310.0,2095485.0,2179855.0,,1964174.0,292618.0,2808854.0
18.07.22,,,2011796.0,2005593.0,2082673.0,,2010435.0,2114396.0,2008499.0,2165367.0,1961303.0,2080472.0,2160931.0,,1955357.0,296509.0,2294803.0
18.07.23,,,2009106.0,1996320.0,2011197.0,,1998258.0,1998445.0,2003309.0,2143764.0,1934874.0,2059027.0,2150235.0,,1956061.0,297571.0,2179732.0
18.07.24,,,1996890.0,2005782.0,1985527.0,,1994374.0,1969049.0,1998723.0,2132439.0,1897246.0,2059444.0,2100078.0,,1965559.0,294988.0,2124553.0
18.07.25,,,1994019.0,2003727.0,1976633.0,,1971030.0,1962647.0,1989617.0,2133531.0,1848247.0,2051050.0,2141212.0,,1998786.0,298367.0,2085996.0
18.07.26,,,1995343.0,2003646.0,1979757.0,,1946015.0,1968262.0,1992071.0,2130104.0,1878239.0,2062966.0,2159408.0,,2070295.0,301938.0,2079524.0
18.07.27,,,1996178.0,2002753.0,1982931.0,,1969045.0,1972098.0,1997378.0,2114616.0,1877801.0,2063611.0,2150372.0,,2070338.0,306178.0,2084724.0
18.07.28,,,1994048.0,2002817.0,2014040.0,,1991691.0,2007296.0,1995678.0,2126120.0,1827069.0,2067506.0,2154305.0,,2060949.0,313787.0,2081655.0
18.07.29,,,1963812.0,1967404.0,1994374.0,,1961702.0,2005186.0,1966924.0,2082422.0,1863676.0,2028610.0,2106000.0,,2032605.0,311884.0,2039927.0
18.07.30,,,1981961.0,1989266.0,1975645.0,,1952367.0,1961491.0,1978429.0,2120205.0,1849842.0,2036052.0,2123628.0,,2047519.0,313733.0,2063558.0
18.07.31,,,1974581.0,1978416.0,1938402.0,,1955949.0,1930919.0,1968696.0,2112733.0,1858843.0,2029655.0,2107622.0,,2050842.0,309228.0,2062962.0
18.08.01,,,1963452.0,1969568.0,1935956.0,,1942148.0,1929238.0,1954738.0,2115893.0,1838161.0,2011202.0,2102026.0,,2056741.0,321785.0,2058816.0
18.08.02,,,1966588.0,1966658.0,1940274.0,,1929156.0,1929780.0,1960318.0,2106245.0,1852239.0,2028284.0,2094089.0,,2123971.0,330464.0,2067767.0
18.08.03,,,1967796.0,1964770.0,1952215.0,,1964207.0,1942246.0,1963409.0,2115858.0,1846466.0,2026704.0,2114852.0,,2126423.0,335257.0,2124959.0
18.08.04,,,1963571.0,1967673.0,2000203.0,,1964341.0,1993616.0,1962176.0,2139766.0,1866105.0,2031572.0,2142841.0,,2120748.0,335861.0,2157038.0
18.08.05,,,1967496.0,1965946.0,2025835.0,,1928518.0,2024864.0,1960296.0,2147259.0,1930027.0,2024477.0,2126011.0,,2094598.0,335851.0,2112196.0
18.08.06,,,1964158.0,1964786.0,1967822.0,,1938688.0,1948309.0,1956325.0,2140958.0,1924987.0,2019873.0,2115091.0,,2110240.0,336975.0,2160828.0
18.08.07,,,1961009.0,1962724.0,1936615.0,,1939013.0,1919142.0,1953453.0,2138080.0,1927036.0,2020660.0,2121996.0,,2109614.0,339730.0,2154644.0
18.08.08,,,1948668.0,1940466.0,1925180.0,,1914694.0,1905818.0,1921501.0,2139644.0,1898415.0,2019868.0,2126458.0,,2124046.0,339544.0,2124437.0
18.08.09,,,1944564.0,1899561.0,1933416.0,,1881775.0,1861026.0,1883189.0,2192265.0,1909271.0,2033427.0,2141392.0,,2204106.0,342517.0,2124972.0
18.08.10,,,1958859.0,1899891.0,1941246.0,,1883444.0,1871121.0,1884547.0,2222497.0,1933825.0,2038755.0,2174795.0,,2215696.0,352883.0,2135130.0
18.08.11,,,1959371.0,1953942.0,2008459.0,,1945125.0,1992747.0,1934526.0,2210673.0,1947962.0,2059520.0,2173721.0,,2208656.0,356481.0,2037758.0
18.08.12,,,1958992.0,1961953.0,2003519.0,,1964670.0,2013946.0,1945934.0,2204052.0,1976473.0,2023246.0,2142293.0,,2172799.0,359304.0,2134144.0
18.08.13,,,1957098.0,1963422.0,1969665.0,,1920352.0,1955070.0,1949286.0,2173823.0,1967760.0,2033390.0,2125559.0,,2194228.0,360537.0,2114581.0
18.08.14,,,1954468.0,1958500.0,1953575.0,,1961763.0,1940226.0,1946020.0,2190034.0,1874173.0,2035549.0,2136850.0,,2205199.0,361533.0,2119838.0
18.08.15,,,1955252.0,1957309.0,1949445.0,,1950270.0,1940066.0,1944738.0,2195681.0,1827918.0,2025137.0,2124154.0,,2219169.0,362593.0,2117456.0
18.08.16,,,1980561.0,1958204.0,1953379.0,,1963344.0,1945955.0,1966921.0,2203263.0,1925831.0,1991525.0,2138665.0,,2237945.0,364589.0,2148351.0
18.08.17,,,2010531.0,2006632.0,1996075.0,,1990098.0,1976293.0,1998131.0,2240648.0,1925964.0,2067144.0,2180106.0,,2243929.0,359589.0,2162603.0
18.08.18,,,2021611.0,2040755.0,2063080.0,,2018500.0,2051901.0,2003573.0,2280627.0,1895862.0,2082802.0,2211561.0,,2226391.0,369443.0,2220198.0
18.08.19,,,2018570.0,2028915.0,2080256.0,,2015769.0,2069473.0,2001233.0,2271383.0,1995234.0,2078147.0,2188220.0,,2210864.0,372767.0,2241424.0
18.08.20,,,2018770.0,2025050.0,1995912.0,,2006239.0,1992236.0,2002685.0,2239825.0,1984877.0,2067531.0,2169106.0,,2200039.0,379529.0,2212692.0
18.08.21,,,2012081.0,2002248.0,1967206.0,,1989952.0,1966441.0,2000586.0,2216839.0,1954319.0,2065909.0,2146542.0,,2210897.0,382575.0,2210190.0
18.08.22,,,2002826.0,2007526.0,1961919.0,,1976034.0,1958314.0,1995184.0,2200327.0,1951931.0,2050990.0,2133545.0,,2211644.0,383502.0,2216230.0
18.08.23,,,1997875.0,2004062.0,1961533.0,,1989759.0,1960172.0,1985575.0,2202880.0,1932514.0,2049431.0,2133201.0,,2244303.0,386181.0,2226689.0
18.08.24,,,1990720.0,1988534.0,1964106.0,,1993727.0,1962228.0,1978306.0,2219733.0,1916116.0,2045485.0,2138100.0,,2248394.0,386776.0,2292229.0
18.08.25,,,1968775.0,1984945.0,1966753.0,,1976052.0,1975816.0,1965059.0,2204345.0,1928060.0,2035827.0,2139591.0,,2221737.0,390680.0,2291550.0
18.08.26,,,1937269.0,1948834.0,1965305.0,,1945782.0,1969849.0,1940659.0,2228168.0,1909796.0,2008349.0,2116445.0,,2201123.0,391824.0,2300798.0
18.08.27,,,1916711.0,1929976.0,1907476.0,,1915027.0,1903808.0,1926013.0,2190543.0,1806216.0,1995139.0,2087339.0,,2197336.0,391584.0,2347485.0
18.08.28,,,1899800.0,1902058.0,1867626.0,,1897564.0,1863315.0,1905901.0,2179802.0,1857603.0,1953102.0,2057018.0,,2199876.0,392432.0,2355139.0
18.08.29,,,1871168.0,1882007.0,1846890.0,,1874398.0,1853824.0,1878571.0,2200862.0,1825343.0,1954047.0,2050276.0,,2198417.0,392660.0,2356223.0
18.08.30,,,1856253.0,1867838.0,1842175.0,,1801258.0,1815446.0,1828213.0,2194442.0,1787734.0,1933320.0,2059739.0,,2213829.0,392530.0,2359416.0
18.08.31,,,1849166.0,1859154.0,1845004.0,,1841922.0,1848981.0,1849447.0,2173062.0,1779658.0,1941717.0,2057668.0,,2213322.0,388804.0,2335115.0
18.09.01,,,1820423.0,1829613.0,1838382.0,,1826690.0,1850552.0,1824706.0,2155951.0,1772045.0,1925208.0,2051886.0,,2200010.0,367042.0,2303318.0
18.09.02,,,1767973.0,1802276.0,1823031.0,,1793190.0,1841515.0,1795499.0,2071037.0,1745949.0,1885096.0,2004096.0,,2173135.0,352028.0,2233281.0
18.09.03,,,1768284.0,1781786.0,1758000.0,,1770199.0,1720885.0,1756325.0,2057125.0,1727998.0,1847007.0,1970619.0,,2165702.0,342503.0,2207670.0
18.09.04,,,1762760.0,1772314.0,1740062.0,,1771851.0,1727397.0,1762532.0,2043607.0,1718433.0,1844329.0,1955884.0,,2166060.0,340811.0,2199036.0
18.09.05,,,1678115.0,1675959.0,1637145.0,,1650220.0,1644763.0,1680136.0,1982025.0,1689380.0,1793898.0,1937088.0,,2163606.0,333111.0,1962534.0
18.09.06,,,1682793.0,1692091.0,1618090.0,,1680884.0,1649765.0,1685316.0,1960457.0,1690788.0,1796575.0,1927901.0,,2157896.0,332997.0,2107040.0
18.09.07,,,1685547.0,1676912.0,1636095.0,,1679774.0,1648269.0,1685990.0,1960195.0,1693692.0,1796442.0,1921190.0,,2147301.0,333101.0,1886028.0
18.09.08,,,1684290.0,1679375.0,1639010.0,,1674502.0,1627684.0,1696398.0,2006056.0,1690755.0,1791021.0,1947440.0,,2162863.0,332924.0,1906869.0
18.09.09,,,1683304.0,1679959.0,1635947.0,,1679718.0,1648967.0,1683723.0,1960312.0,1694391.0,1793805.0,1941954.0,,2164821.0,331974.0,1885347.0
18.09.10,,,1686165.0,1678097.0,1640547.0,,1683777.0,1648404.0,1681150.0,1992715.0,1701070.0,1796627.0,1943043.0,,2161161.0,332996.0,1833905.0
18.09.11,,,1686909.0,1680819.0,1640118.0,,1693290.0,1647276.0,1684786.0,1998191.0,1702327.0,1797488.0,1939276.0,,2162108.0,333404.0,1672716.0
18.09.12,,,1619017.0,1645574.0,1575860.0,,1677795.0,1607954.0,1626338.0,1870405.0,1589721.0,1707011.0,1881948.0,,2103817.0,293843.0,2136107.0
18.09.13,,,1621884.0,1632706.0,1618531.0,,1527672.0,1612178.0,1631732.0,1860013.0,1574153.0,1721522.0,1839437.0,,2107330.0,292295.0,2084423.0
18.09.14,,,1615250.0,1630788.0,1627904.0,,1615953.0,1634937.0,1624875.0,1861677.0,1579120.0,1718792.0,1872027.0,,2073913.0,288726.0,2150724.0
18.09.15,,,1605373.0,1623415.0,1625585.0,,1612858.0,1595432.0,1612942.0,1900827.0,1570119.0,1704700.0,1852716.0,,2036237.0,286858.0,2172037.0
18.09.16,,,1595506.0,1613980.0,1623693.0,,1603869.0,1632710.0,1602706.0,1875285.0,1564869.0,1692318.0,1829447.0,,2007181.0,284801.0,2164408.0
18.09.17,,,1598471.0,1620429.0,1625142.0,,1578628.0,1637712.0,1605199.0,1851214.0,1524690.0,1693021.0,1814272.0,,2006504.0,285285.0,2164701.0
18.09.18,,,1580098.0,1587154.0,1524383.0,,1560606.0,1517893.0,1580637.0,1821602.0,1569388.0,1677168.0,1768265.0,,2014377.0,279041.0,2154128.0
18.09.19,,,1531203.0,1550635.0,1488862.0,,1533202.0,1490525.0,1517480.0,1754023.0,1581215.0,1626757.0,1768137.0,,2037029.0,268436.0,2163948.0
18.09.20,,,1539439.0,1562112.0,1483186.0,,1516006.0,1477737.0,1527954.0,1766802.0,1531643.0,1675813.0,1814603.0,,2358980.0,279129.0,2181308.0
18.09.21,,,1567085.0,1575494.0,1502100.0,,1548178.0,1503980.0,1545003.0,1760431.0,1576397.0,1690611.0,1874780.0,,2374051.0,281084.0,2202276.0
18.09.22,,,1803381.0,1713761.0,1669452.0,,1605850.0,1593288.0,1693943.0,1740766.0,1679379.0,1800671.0,1978216.0,,2358453.0,293000.0,2247309.0
18.09.23,,,1914582.0,1940391.0,1883062.0,,1853063.0,1878827.0,1842223.0,1946436.0,1846995.0,1942895.0,2054301.0,,2336020.0,301778.0,2289784.0
18.09.24,,,1965803.0,1972112.0,1951790.0,,1955116.0,1956688.0,1943082.0,2025780.0,1890037.0,2011468.0,2122164.0,,2368045.0,306026.0,2331993.0
18.09.25,,,2019047.0,2015067.0,1941552.0,,1975632.0,1945925.0,2007486.0,2072716.0,1966599.0,2044690.0,2165598.0,,2388326.0,307502.0,2290704.0
18.09.26,,,2041767.0,2028017.0,1940186.0,,2009742.0,1946755.0,2023288.0,2118639.0,1956368.0,2075694.0,2207719.0,,2378610.0,307318.0,2334453.0
18.09.27,,,2046533.0,2040050.0,1952024.0,,2029840.0,1953798.0,2028897.0,2126621.0,1970348.0,2073565.0,2190645.0,,2323525.0,305305.0,2322747.0
18.09.28,,,2092213.0,2076043.0,2037082.0,,2043358.0,2025556.0,2100525.0,2134551.0,1936209.0,2108220.0,2213633.0,,2142882.0,298044.0,2347588.0
18.09.29,,,2147004.0,2135121.0,2159441.0,,2073324.0,2152775.0,2124550.0,2150220.0,2043044.0,2159532.0,2258235.0,,2019805.0,288519.0,2381529.0
18.09.30,,,2145487.0,2152881.0,2174147.0,,2114576.0,2179646.0,2139686.0,2210835.0,2104725.0,2180215.0,2276248.0,,1924740.0,279730.0,2379233.0
18.10.01,,,2145527.0,2158048.0,2133222.0,,2137619.0,2124819.0,2131675.0,2198794.0,2046856.0,2177728.0,2264658.0,,1814204.0,270314.0,1986699.0
18.10.02,,,2150377.0,2151258.0,2079709.0,,2128152.0,2056133.0,2143129.0,2183698.0,1988491.0,2162787.0,2266985.0,,1781103.0,263149.0,2329600.0
18.10.03,,,2154159.0,2150882.0,2079403.0,,2091968.0,2054518.0,2122930.0,2187961.0,2022116.0,2156208.0,2266797.0,,1790693.0,261021.0,2328921.0
18.10.04,,,2124825.0,2134193.0,2079711.0,,2097605.0,2048979.0,2110777.0,2179817.0,2046622.0,2149894.0,2242839.0,,1773792.0,259110.0,2327692.0
18.10.05,,,2153101.0,2129323.0,2085701.0,,2104933.0,2075900.0,2128711.0,2189453.0,2005082.0,2146134.0,2236555.0,,1750059.0,259088.0,2332435.0
18.10.06,,,2126544.0,2145012.0,2132389.0,,2101878.0,2099917.0,2104447.0,2198082.0,2023894.0,2165884.0,2255710.0,,1737320.0,257967.0,2338746.0
18.10.07,,,2117913.0,2117832.0,2104183.0,,2104034.0,2113706.0,2103940.0,2165760.0,2021854.0,2143021.0,2231833.0,,1730247.0,256387.0,2308442.0
18.10.08,,,2105701.0,2105354.0,2068034.0,,2094719.0,2061863.0,2099905.0,2165475.0,2007842.0,2131742.0,2214706.0,,1720901.0,256355.0,2039697.0
18.10.09,,,2097445.0,2089381.0,1986453.0,,2072398.0,1970461.0,2098568.0,2105971.0,1989117.0,2108790.0,2152994.0,,1704793.0,256235.0,2218345.0
18.10.10,,,2054839.0,2044254.0,1973418.0,,2053782.0,1965203.0,2058984.0,2126752.0,1969772.0,2084684.0,2167194.0,,1695671.0,257085.0,2192409.0
18.10.11,,,2042426.0,2047019.0,1974115.0,,1980546.0,1961815.0,2036063.0,2091461.0,1786247.0,2095145.0,2127445.0,,1687107.0,257232.0,2164883.0
18.10.12,,,2019656.0,2010937.0,1977205.0,,1994504.0,1964890.0,2000679.0,2093816.0,1806468.0,2066145.0,2108613.0,,1679830.0,255860.0,2048095.0
18.10.13,,,2010505.0,1986958.0,1979406.0,,1967316.0,1957951.0,1978312.0,2075021.0,1910024.0,2049491.0,2083255.0,,1664441.0,257036.0,2129490.0
18.10.14,,,1986139.0,1987021.0,1978481.0,,1942887.0,1976866.0,1978940.0,2034454.0,1913317.0,2002145.0,2093440.0,,1635087.0,255264.0,2082647.0
18.10.15,,,1971622.0,1972449.0,1939689.0,,1948527.0,1918616.0,1967577.0,2014246.0,1930274.0,1978168.0,2050414.0,,1610428.0,252567.0,2060775.0
18.10.16,,,1946281.0,1932716.0,1834806.0,,1906556.0,1839403.0,1953748.0,1988334.0,1909415.0,1944742.0,2047811.0,,1596333.0,251321.0,2041162.0
18.10.17,,,1893486.0,1896403.0,1820367.0,,1863158.0,1819149.0,1908755.0,1959356.0,1860826.0,1929845.0,2026730.0,,1585663.0,250815.0,2028441.0
18.10.18,,,1889015.0,1884540.0,1827782.0,,1861643.0,1822688.0,1871187.0,1929728.0,1779087.0,1949261.0,2005318.0,,1587997.0,250480.0,1942354.0
18.10.19,,,1890614.0,1887894.0,1830553.0,,1856738.0,1825831.0,1886007.0,1959192.0,1653878.0,1921378.0,2007611.0,,1568204.0,247220.0,1992585.0
18.10.20,,,1881762.0,1877650.0,1830304.0,,1866969.0,1851965.0,1870298.0,1933321.0,1808550.0,1920743.0,2016947.0,,1534059.0,237253.0,2036721.0
18.10.21,,,1884615.0,1881252.0,1842224.0,,1850684.0,1865557.0,1863502.0,1917972.0,1795095.0,1899268.0,1999542.0,,1475717.0,229811.0,2044586.0
18.10.22,,,1863316.0,1855205.0,1813091.0,,1848947.0,1808264.0,1858786.0,1899317.0,1791968.0,1884747.0,1957309.0,,1431108.0,222853.0,1998476.0
18.10.23,,,1855885.0,1837746.0,1726295.0,,1814598.0,1716482.0,1852176.0,1881259.0,1772850.0,1876537.0,1971530.0,,1422378.0,214626.0,2015769.0
18.10.24,,,1825753.0,1816965.0,1706737.0,,1791222.0,1704354.0,1806923.0,1871611.0,1726012.0,1861817.0,1966319.0,,1416048.0,211444.0,2031567.0
18.10.25,,,1824988.0,1820384.0,1707021.0,,1744255.0,1707365.0,1800919.0,1870594.0,1705916.0,1835563.0,1939009.0,,1421401.0,211734.0,2018452.0
18.10.26,,,1830387.0,1819942.0,1728140.0,,1773768.0,1727947.0,1798479.0,1871182.0,1665522.0,1814165.0,1927779.0,,1443810.0,212039.0,2029980.0
18.10.27,,,1818626.0,1814999.0,1799067.0,,1754031.0,1799511.0,1794700.0,1864258.0,1653734.0,1855314.0,1971814.0,,1455722.0,214852.0,2052399.0
18.10.28,,,1817010.0,1814049.0,1820064.0,,1801570.0,1824095.0,1794468.0,1861072.0,1592851.0,1866422.0,1961038.0,,1454108.0,217284.0,2063731.0
18.10.29,,,1817867.0,1814253.0,1791655.0,,1795684.0,1784139.0,1810088.0,1844021.0,1658241.0,1840632.0,1929934.0,,1450741.0,218358.0,2072759.0
18.10.30,,,1820069.0,1814049.0,1745444.0,,1776373.0,1735468.0,1808850.0,1857436.0,1618580.0,1868111.0,1929943.0,,1445184.0,219880.0,2064599.0
18.10.31,,,1820256.0,1813828.0,1735213.0,,1774370.0,1728979.0,1805690.0,1882398.0,1587275.0,1868405.0,1935463.0,,1430509.0,219616.0,2073625.0
18.11.01,,,1821471.0,1818527.0,1743159.0,,1784594.0,1731776.0,1809300.0,1874431.0,1575919.0,1860794.0,1937440.0,,1416993.0,219119.0,2094888.0
18.11.02,,,1835165.0,1810368.0,1763509.0,,1806659.0,1759592.0,1829129.0,1872681.0,1577978.0,1891490.0,1996375.0,,1406479.0,218297.0,2134380.0
18.11.03,,,1854407.0,1840907.0,1869240.0,,1826443.0,1861103.0,1877453.0,1906686.0,1590807.0,1910755.0,2037791.0,,1396500.0,218297.0,2162702.0
18.11.04,,,1899457.0,1885684.0,1908860.0,,1843011.0,1929618.0,1899824.0,1928190.0,1666817.0,1911396.0,2010384.0,,1392128.0,219465.0,2170780.0
18.11.05,,,1893208.0,1890842.0,1873020.0,,1851849.0,1856232.0,1896536.0,1928483.0,1694980.0,1906601.0,2015991.0,,1383138.0,219502.0,2153486.0
