x,平均价-首饰-Lv80以下传说首饰（平）,平均价-首饰-Lv85传说首饰（平）,平均价-防具-Lv100堕落的遗影（平）,平均价-防具-Lv100传说防具（平）,平均价-防具-Lv85安徒恩传说防具（平）,平均价-防具-Lv90传说防具（平）,平均价-防具-Lv85远古/魂远古传说防具（平）,平均价-武器-Lv100史诗武器（平）,平均价-武器-Lv90魔枪士传说（平）,平均价-武器-Lv90暗夜使者传说（平）,平均价-武器-Lv85远古/魂远古传说武器（平）,平均价-武器-Lv85安徒恩传说武器（平）,平均价-武器-Lv90传说武器（平）,平均价-武器-Lv90枪手传说（平）,平均价-武器-Lv90圣职者传说（平）,平均价-武器-Lv90魔法师传说（平）,平均价-武器-Lv90格斗家传说（平）,平均价-武器-Lv90鬼剑士传说（平）,平均价-武器-Lv85释魂武器（平）,平均价-材料及消耗品-有色小晶块（平）,平均价-特殊装备-Lv85传说辅助（平）,平均价-特殊装备-Lv85传说魔法石（平）,平均价-附魔卡片及宝珠-神器卡片（平）,平均价-附魔卡片及宝珠-稀有卡片（平）,平均价-附魔卡片及宝珠-使徒宝珠（平）,平均价-材料及消耗品-+12 几率装备强化券 (30天)（平）,平均价-材料及消耗品-+12 几率装备增幅券 (30天)（平）,平均价-材料及消耗品-+7 几率装备增幅券 (30天)（平）,平均价-材料及消耗品-+11 几率装备增幅券 (30天)（平）
18.06.18,5360347.0,3293164.0,,,2041647.0,3023520.0,3473658.0,,2075156.0,2026676.0,2671305.0,2259793.0,2875819.0,3186424.0,3232557.0,2219369.0,2285609.0,4811405.0,2569849.0,38.0,2351683.0,2007330.0,9799839.0,533260.0,76043245.0,91271519.0,193791952.0,3654915.0,87890665.0
18.06.19,5239687.0,3157327.0,,,2025073.0,2867191.0,3475598.0,,2049512.0,2018627.0,2624628.0,2258088.0,2828688.0,3095425.0,3141247.0,2184672.0,2234652.0,4797423.0,2565239.0,39.0,2330786.0,2010102.0,9750176.0,539594.0,76118098.0,91506653.0,192446152.0,3608227.0,88626822.0
18.06.20,5453366.0,3160928.0,,,2034307.0,2871985.0,3493750.0,,2066716.0,2025209.0,2677635.0,2299843.0,2832268.0,3079015.0,3148071.0,2189811.0,2235646.0,4809203.0,2615474.0,40.0,2350781.0,2030428.0,9831120.0,547812.0,75454196.0,91887616.0,192737691.0,3586219.0,89517790.0
18.06.21,5517884.0,3167788.0,,,2133268.0,2870177.0,3634368.0,,2087479.0,2039780.0,2778379.0,2445739.0,2848416.0,3085130.0,3152584.0,2193947.0,2245795.0,4861955.0,2705333.0,41.0,2431928.0,2115053.0,9913169.0,556157.0,74911316.0,92651948.0,191974718.0,3496167.0,90246082.0
18.06.22,5495706.0,3154252.0,,,2236873.0,3047733.0,4006654.0,,2262347.0,2235966.0,2860602.0,2500989.0,3012865.0,3205963.0,3313151.0,2361263.0,2418345.0,5039205.0,2909162.0,43.0,2643579.0,2320502.0,9927908.0,563392.0,74587294.0,94014719.0,188726160.0,3252764.0,88635847.0
18.06.23,5567989.0,3112566.0,,,2217845.0,3065883.0,4021982.0,,2324503.0,2267921.0,2874822.0,2449080.0,3077756.0,3287265.0,3367489.0,2407984.0,2492740.0,5146544.0,3057192.0,44.0,2660902.0,2348268.0,9861791.0,564638.0,73481460.0,95348260.0,187029218.0,3089507.0,87951582.0
18.06.24,5411203.0,2998753.0,,,2193240.0,3031747.0,3919007.0,,2320383.0,2275607.0,2826695.0,2403669.0,3126242.0,3334990.0,3403834.0,2446485.0,2560064.0,5265490.0,3119496.0,45.0,2583739.0,2287988.0,9752766.0,563723.0,73001200.0,98552105.0,187186952.0,3013551.0,87378270.0
18.06.25,5232782.0,2919995.0,,,2185561.0,2897945.0,3865355.0,,2227431.0,2168913.0,2807937.0,2392967.0,3064905.0,3296860.0,3308562.0,2400213.0,2489670.0,5252686.0,3167155.0,47.0,2501930.0,2247564.0,9640530.0,562811.0,70558521.0,100753808.0,187056057.0,3002495.0,86651076.0
18.06.26,5470132.0,2879017.0,,,2176290.0,2781851.0,3775350.0,,2174764.0,2131195.0,2791203.0,2387947.0,3009974.0,3245117.0,3190906.0,2359288.0,2439124.0,5226352.0,3163354.0,48.0,2456879.0,2232128.0,9569740.0,564504.0,73238367.0,101096951.0,189154046.0,3021354.0,86295825.0
18.06.27,5271949.0,2880382.0,,,2181509.0,2745222.0,3739733.0,,2174836.0,2134286.0,2789513.0,2408140.0,2998539.0,3225078.0,3161647.0,2360399.0,2419612.0,5217030.0,3157470.0,47.0,2444082.0,2232137.0,9567390.0,571043.0,73169405.0,101532448.0,193057498.0,3092245.0,87664187.0
18.06.28,5373200.0,2897042.0,,,2194338.0,2747794.0,3752950.0,,2187089.0,2142228.0,2857222.0,2439415.0,3053325.0,3289307.0,3169115.0,2417440.0,2468422.0,5384574.0,3238161.0,47.0,2472954.0,2252148.0,9701310.0,586655.0,74127346.0,105061527.0,197561937.0,3176637.0,89587536.0
18.06.29,4835771.0,2926391.0,,,2219492.0,2812854.0,3811823.0,,2267251.0,2226436.0,2994424.0,2520893.0,3262603.0,3440577.0,3299316.0,2644084.0,2683174.0,5883794.0,3485884.0,47.0,2567916.0,2310952.0,9768451.0,603497.0,74623431.0,102878507.0,196129644.0,3076982.0,87097390.0
18.06.30,5704748.0,2991206.0,,,2224670.0,2899190.0,3825850.0,,2376787.0,2344198.0,3131035.0,2557967.0,3368196.0,3502381.0,3400782.0,2738169.0,2785763.0,6056342.0,3695242.0,45.0,2674434.0,2370377.0,9959893.0,617962.0,70846828.0,97232971.0,180355239.0,2754209.0,77298351.0
18.07.01,5705006.0,3041868.0,,,2216659.0,2912056.0,3796126.0,,2433167.0,2366964.0,3203912.0,2555533.0,3459816.0,3589742.0,3474642.0,2847835.0,2901033.0,6227726.0,3893047.0,46.0,2738227.0,2412558.0,9910657.0,630160.0,72582079.0,97450267.0,180612325.0,2767638.0,76047183.0
18.07.02,5963121.0,3027964.0,,,2204251.0,2810577.0,3775496.0,,2374565.0,2292553.0,3181217.0,2540077.0,3545588.0,3603729.0,3547828.0,2901242.0,2903809.0,6772277.0,4141334.0,46.0,2675437.0,2395742.0,10036183.0,643466.0,68743629.0,98042966.0,179072853.0,2781809.0,76703108.0
18.07.03,5706044.0,3041435.0,,,2216659.0,2912024.0,3798417.0,,2433167.0,2366911.0,3202222.0,2555533.0,3460526.0,3589742.0,3474508.0,2848070.0,2905718.0,6227665.0,3896114.0,46.0,2738841.0,2412635.0,9909368.0,630593.0,72582079.0,97450267.0,180612325.0,2767638.0,76047183.0
18.07.04,5814745.0,2990915.0,,,2197158.0,2717387.0,3756179.0,,2203106.0,2167097.0,3124044.0,2554069.0,3285614.0,3340571.0,3179245.0,2639962.0,2566605.0,6471937.0,4118115.0,44.0,2555221.0,2288752.0,10083424.0,642461.0,74173884.0,99071149.0,183285074.0,2773141.0,78067296.0
18.07.05,5819467.0,2983133.0,,,2199138.0,2716744.0,3763353.0,,2208357.0,2168628.0,3097635.0,2562251.0,3272415.0,3322163.0,3164971.0,2640053.0,2553462.0,6427265.0,4010073.0,43.0,2546073.0,2300095.0,10188593.0,643056.0,75687919.0,99397695.0,184246075.0,2757217.0,78827659.0
18.07.06,6071188.0,2990928.0,,,2200259.0,2748616.0,3781927.0,,2212469.0,2180373.0,3124416.0,2549204.0,3308339.0,3351444.0,3218395.0,2680270.0,2584964.0,6490301.0,3969551.0,43.0,2543914.0,2309150.0,10316249.0,642517.0,75089206.0,100424615.0,186341042.0,2753109.0,79485596.0
18.07.07,5848620.0,2985045.0,,,2194314.0,2823825.0,3777488.0,,2225984.0,2193339.0,3103073.0,2490574.0,3334263.0,3390280.0,3256040.0,2675691.0,2582987.0,6582560.0,3848331.0,41.0,2527081.0,2310215.0,10318318.0,640076.0,75560366.0,103226761.0,186085991.0,2777190.0,79619132.0
18.07.08,5859897.0,2930152.0,,,2155895.0,2806588.0,3744575.0,,2199911.0,2172306.0,3137761.0,2449427.0,3298113.0,3305691.0,3293887.0,2653399.0,2568064.0,6469035.0,3643884.0,40.0,2482213.0,2262974.0,10285709.0,640144.0,75647759.0,105109481.0,186393072.0,2776545.0,80307461.0
18.07.09,5529663.0,2918415.0,,,2153863.0,2762677.0,3705011.0,,2158927.0,2128259.0,2907323.0,2380283.0,3125139.0,3221283.0,2991653.0,2519270.0,2442214.0,6064961.0,3419491.0,40.0,2424230.0,2221608.0,10218775.0,635416.0,70825306.0,105920893.0,185497737.0,2795004.0,81141906.0
18.07.10,5318232.0,2887848.0,,,2145147.0,2674705.0,3668976.0,,2089500.0,2055626.0,2884077.0,2370361.0,2843982.0,2871996.0,2700230.0,2338994.0,2241720.0,5338203.0,3270488.0,40.0,2403473.0,2202098.0,10188319.0,630284.0,74586582.0,107879857.0,187917377.0,2842785.0,82065356.0
18.07.11,5542745.0,2881962.0,,,2136076.0,2666788.0,3659594.0,,2088589.0,2054123.0,2856091.0,2355059.0,2801972.0,2815572.0,2650356.0,2317904.0,2209121.0,5221307.0,3180337.0,39.0,2406851.0,2194863.0,10196276.0,627508.0,73253769.0,108220377.0,189426535.0,2881918.0,83078667.0
18.07.12,5449860.0,2918593.0,,,2153869.0,2665141.0,3665169.0,,2110911.0,2066931.0,2853025.0,2429197.0,2802024.0,2818839.0,2667912.0,2329991.0,2223064.0,5137856.0,3066550.0,39.0,2437444.0,2195530.0,10090649.0,619753.0,73720545.0,107160208.0,193735125.0,2872417.0,83018529.0
18.07.13,5415448.0,2908070.0,,,2129830.0,2669568.0,3675498.0,,2100960.0,2058061.0,2833447.0,2413006.0,2814206.0,2841958.0,2656709.0,2342609.0,2223845.0,5189235.0,3011025.0,38.0,2440886.0,2194431.0,10256666.0,617451.0,76050660.0,108826858.0,192475955.0,2904423.0,84564167.0
18.07.14,5437663.0,2907843.0,,,2112668.0,2717939.0,3672165.0,,2117176.0,2074118.0,2830188.0,2383582.0,2861548.0,2904054.0,2661639.0,2393730.0,2260346.0,5322442.0,2984298.0,38.0,2448779.0,2194494.0,10335056.0,612373.0,76064481.0,108856928.0,192000710.0,2871019.0,84245950.0
18.07.15,5236637.0,2888996.0,,,2092419.0,2751424.0,3637286.0,,2157834.0,2114883.0,2814571.0,2352989.0,2919748.0,2965582.0,2682369.0,2478219.0,2319453.0,5427110.0,2989071.0,37.0,2421406.0,2184396.0,10357363.0,610493.0,74728644.0,106500701.0,185432986.0,2671498.0,81580534.0
18.07.16,5300866.0,2861884.0,,,2085566.0,2683642.0,3658041.0,,2091309.0,2037835.0,2431211.0,2419532.0,2947502.0,2923402.0,2703218.0,2507442.0,2305867.0,5289966.0,3004618.0,37.0,2383368.0,2160167.0,10232856.0,611226.0,74569682.0,102147672.0,178958967.0,2522645.0,78009194.0
18.07.17,5258782.0,2788927.0,,,2045525.0,2533142.0,3509276.0,,2025756.0,1981128.0,2707091.0,2245933.0,2659477.0,2661687.0,2408862.0,2260658.0,2143228.0,4911410.0,2920107.0,36.0,2331912.0,2113292.0,9889172.0,603930.0,70815729.0,97139510.0,237653639.0,2447404.0,74853356.0
18.07.18,5265103.0,2856667.0,,,2082017.0,2590680.0,3578678.0,,2053375.0,2019947.0,2752889.0,2297909.0,2730512.0,2762730.0,2436265.0,2311605.0,2201767.0,5085858.0,3067104.0,37.0,2370769.0,2145615.0,10142454.0,608460.0,73255181.0,96553772.0,243292228.0,2422792.0,76954612.0
18.07.19,5419474.0,2881974.0,,,2093913.0,2600564.0,3596234.0,,2071723.0,2029515.0,2809008.0,2322357.0,2778813.0,2819691.0,2445449.0,2385088.0,2222946.0,5223483.0,3269017.0,37.0,2395516.0,2185328.0,10125184.0,608804.0,71448838.0,96389402.0,241004024.0,2362360.0,76623532.0
18.07.20,5473624.0,2948683.0,,,2123900.0,2644426.0,3623622.0,,2130431.0,2060720.0,2880784.0,2351746.0,2886905.0,2923476.0,2503715.0,2516199.0,2308801.0,5486845.0,3418148.0,37.0,2437472.0,2239426.0,10132406.0,609181.0,72643122.0,97089874.0,237366389.0,2342099.0,76325180.0
18.07.21,5474762.0,2988512.0,,,2124931.0,2756118.0,3650461.0,,2216180.0,2182596.0,2909432.0,2332321.0,3028376.0,3071234.0,2627262.0,2643990.0,2428329.0,5733354.0,3588987.0,37.0,2459480.0,2258583.0,10117553.0,607509.0,69747454.0,98072773.0,237008413.0,2340694.0,76762957.0
18.07.22,5334624.0,2939791.0,,,2111323.0,2774389.0,3644795.0,,2187832.0,2159971.0,2848010.0,2298881.0,2849731.0,2840915.0,2606556.0,2455554.0,2327014.0,5125172.0,3360429.0,37.0,2432740.0,2220874.0,10159631.0,605755.0,71927370.0,99331581.0,237127357.0,2376119.0,77856441.0
18.07.23,5257083.0,2888498.0,,,2105373.0,2685233.0,3637783.0,,2066323.0,2037906.0,2807716.0,2286961.0,2549629.0,2518455.0,2470072.0,2203666.0,2142179.0,4236626.0,3134822.0,37.0,2378988.0,2170386.0,10116934.0,604936.0,70287564.0,101224827.0,238626891.0,2426401.0,79240905.0
18.07.24,5252184.0,2865777.0,,,2101592.0,2599837.0,3639692.0,,2047074.0,2008778.0,2791172.0,2285275.0,2431433.0,2365445.0,2406658.0,2112694.0,2070242.0,3877608.0,2884119.0,37.0,2364814.0,2146827.0,10096554.0,603976.0,72923677.0,101198683.0,238704233.0,2415940.0,79596574.0
18.07.25,5244815.0,2870804.0,,,2102038.0,2577729.0,3650733.0,,2036039.0,2003020.0,2785032.0,2284484.0,2392812.0,2317103.0,2393701.0,2088526.0,2050652.0,3740400.0,2755485.0,36.0,2364446.0,2137642.0,10176365.0,607294.0,75262250.0,101506479.0,239048968.0,2387619.0,79998067.0
18.07.26,5229268.0,2893687.0,,,2108607.0,2581289.0,3674689.0,,2050009.0,2007285.0,2807114.0,2295268.0,2378693.0,2297269.0,2397174.0,2088520.0,2061500.0,3641445.0,2646561.0,36.0,2381031.0,2167314.0,10259769.0,609646.0,75823940.0,102150792.0,238888580.0,2351912.0,80369038.0
18.07.27,5345334.0,2911217.0,,,2109406.0,2609634.0,3693633.0,,2046240.0,2017018.0,2810608.0,2295642.0,2381052.0,2300932.0,2437494.0,2103326.0,2065148.0,3586403.0,2612268.0,36.0,2389152.0,2167114.0,10355668.0,607017.0,74418958.0,103206637.0,240262806.0,2292908.0,80820894.0
18.07.28,5192330.0,2924862.0,,,2109503.0,2672429.0,3680326.0,,2097993.0,2063264.0,2809014.0,2282077.0,2414533.0,2340818.0,2499230.0,2142218.0,2099918.0,3556476.0,2602495.0,36.0,2405836.0,2187290.0,10409171.0,607667.0,73294836.0,103740752.0,244489834.0,2255779.0,81255634.0
18.07.29,5162410.0,2827678.0,,,2058022.0,2650268.0,3609456.0,,2092068.0,2061281.0,2718779.0,2236559.0,2392605.0,2283125.0,2500236.0,2136528.0,2093430.0,3484395.0,2526760.0,35.0,2334712.0,2134619.0,10380584.0,603273.0,73924707.0,102398665.0,234596653.0,2237210.0,79244948.0
18.07.30,5143170.0,2864151.0,,,2081329.0,2636459.0,3626540.0,,2029561.0,2011159.0,2760868.0,2257192.0,2324215.0,2274209.0,2443105.0,2074629.0,2063575.0,3277900.0,2555300.0,37.0,2339053.0,2132515.0,10392322.0,606413.0,74626849.0,101986623.0,244892938.0,2303630.0,81736662.0
18.07.31,5211465.0,2858016.0,,,2083812.0,2571438.0,3612746.0,,2012834.0,1972368.0,2751741.0,2255081.0,2233983.0,2149461.0,2369761.0,2018132.0,2012778.0,3038469.0,2531174.0,38.0,2319592.0,2129762.0,10368027.0,604543.0,73028988.0,102468804.0,245280314.0,2397242.0,83558223.0
18.08.01,5247038.0,2871803.0,,,2095772.0,2580312.0,3618900.0,,2004006.0,1976286.0,2738845.0,2260437.0,2225393.0,2138389.0,2371421.0,2009981.0,2010230.0,3003193.0,2513924.0,38.0,2313442.0,2124911.0,10452707.0,606423.0,74218603.0,103550396.0,251461008.0,2510881.0,84698442.0
18.08.02,5275766.0,2894072.0,,,2094881.0,2554873.0,3637489.0,,2013281.0,1978796.0,2748245.0,2265948.0,2226831.0,2131415.0,2379262.0,2012031.0,2011933.0,3002132.0,2514318.0,37.0,2318589.0,2143118.0,10472211.0,610355.0,74448640.0,106067713.0,248460620.0,2504553.0,84678918.0
18.08.03,5213872.0,2948446.0,,,2097365.0,2594556.0,3650846.0,,2023663.0,1995403.0,2780600.0,2264076.0,2265773.0,2179509.0,2473543.0,2032718.0,2035889.0,3048635.0,2582395.0,37.0,2363862.0,2171040.0,10522921.0,614844.0,72660049.0,106890702.0,250498138.0,2500229.0,84627636.0
18.08.04,5314487.0,3008636.0,,,2099092.0,2704895.0,3691540.0,,2081138.0,2059048.0,2806930.0,2245917.0,2346762.0,2285579.0,2569322.0,2098559.0,2135795.0,3119680.0,2665104.0,37.0,2428812.0,2167332.0,10657187.0,618906.0,73576562.0,107075158.0,251388333.0,2506138.0,84722956.0
18.08.05,5362121.0,2987079.0,,,2096273.0,2754562.0,3681620.0,,2099178.0,2070644.0,2823183.0,2237988.0,2371238.0,2307921.0,2618715.0,2108671.0,2152108.0,3153834.0,2732702.0,38.0,2442427.0,2165048.0,10714748.0,621209.0,71874942.0,106191604.0,247129858.0,2603127.0,84563489.0
18.08.06,5390321.0,2943825.0,,,2094346.0,2690288.0,3657055.0,,2039605.0,2000462.0,2825332.0,2235817.0,2300188.0,2249214.0,2546452.0,2031080.0,2074408.0,3081797.0,2770534.0,39.0,2408768.0,2138896.0,10634447.0,620502.0,72086301.0,105931450.0,247172609.0,2704378.0,85932806.0
18.08.07,5351512.0,2927398.0,,,2096905.0,2618679.0,3639735.0,,2007798.0,1976116.0,2798002.0,2231261.0,2236127.0,2160244.0,2481216.0,1992441.0,2014299.0,2957203.0,2714991.0,39.0,2397185.0,2117447.0,10603709.0,621718.0,74632181.0,106018915.0,246514814.0,2805094.0,87085707.0
18.08.08,5325163.0,2936892.0,,,2100030.0,2604103.0,3642057.0,,2008187.0,1968187.0,2783705.0,2224306.0,2226871.0,2148371.0,2479651.0,1982096.0,2009121.0,2934740.0,2684672.0,39.0,2396211.0,2119962.0,10662040.0,621798.0,74513699.0,106727184.0,249430369.0,2863147.0,88113694.0
18.08.09,5429354.0,2979847.0,,,2116208.0,2614665.0,3666742.0,,2011286.0,1971821.0,2769805.0,2229278.0,2225781.0,2151692.0,2477811.0,1975949.0,2003022.0,2942522.0,2669554.0,38.0,2438522.0,2141449.0,10701299.0,623431.0,75036873.0,106243042.0,253140735.0,2888282.0,90529698.0
18.08.10,5391327.0,3025646.0,,,2119324.0,2665879.0,3684841.0,,2029223.0,1985799.0,2807973.0,2220183.0,2258328.0,2175877.0,2531075.0,1995021.0,2028073.0,3010974.0,2696348.0,38.0,2498019.0,2156900.0,10840771.0,630967.0,74902090.0,105984033.0,259053626.0,2875110.0,91023685.0
18.08.11,5280015.0,3039678.0,,,2113511.0,2758950.0,3705446.0,,2103137.0,2041790.0,2838710.0,2221552.0,2354010.0,2287846.0,2645230.0,2087342.0,2117241.0,3123685.0,2701260.0,38.0,2510713.0,2181252.0,10901890.0,633255.0,75512070.0,106415355.0,262161984.0,2898407.0,92042875.0
18.08.12,5375297.0,3009776.0,,,2104377.0,2789622.0,3699177.0,,2113406.0,2065776.0,2840639.0,2217752.0,2386527.0,2327310.0,2696915.0,2100921.0,2136406.0,3183371.0,2782914.0,38.0,2464629.0,2148520.0,10926879.0,639799.0,75353885.0,106807248.0,262750706.0,3557386.0,94744785.0
18.08.13,5535838.0,2986710.0,,,2101695.0,2737608.0,3685360.0,,2040374.0,2011960.0,2826172.0,2216989.0,2324780.0,2271001.0,2624845.0,2035256.0,2087200.0,3115863.0,2796299.0,38.0,2417728.0,2137669.0,10897116.0,641567.0,74218408.0,107780936.0,272808022.0,3726490.0,99220708.0
18.08.14,5605907.0,2978994.0,,,2098455.0,2655901.0,3673765.0,,2027313.0,1995958.0,2810484.0,2220525.0,2267433.0,2183295.0,2552402.0,2002414.0,2039216.0,3001482.0,2821464.0,38.0,2400870.0,2141090.0,10847572.0,644552.0,74178733.0,106996671.0,279349905.0,3863433.0,102369110.0
18.08.15,5617492.0,2974701.0,,,2102096.0,2637881.0,3665250.0,,2029401.0,1995377.0,2802371.0,2229709.0,2260010.0,2174947.0,2541767.0,2003694.0,2031393.0,2978040.0,2744910.0,38.0,2403177.0,2141391.0,10859032.0,641218.0,76061958.0,107595254.0,284239642.0,3923861.0,103625211.0
18.08.16,5476733.0,2990517.0,,,2132179.0,2641783.0,3696267.0,,2042413.0,2005621.0,2851976.0,2266265.0,2268419.0,2176833.0,2547634.0,2008437.0,2043224.0,2992599.0,2774405.0,38.0,2415772.0,2166032.0,10875134.0,642538.0,75726646.0,107903938.0,289053757.0,3898767.0,105684509.0
18.08.17,5409968.0,3047240.0,,,2160958.0,2696110.0,3729518.0,,2084959.0,2044229.0,2889550.0,2291991.0,2320131.0,2233242.0,2602820.0,2058462.0,2088279.0,3065587.0,2816792.0,37.0,2480795.0,2219160.0,10905589.0,641937.0,77912600.0,106588799.0,296815227.0,3989563.0,109765521.0
18.08.18,5515261.0,3071276.0,,,2164101.0,2785265.0,3773662.0,,2162089.0,2111196.0,2924810.0,2290883.0,2411288.0,2315149.0,2694339.0,2150956.0,2171187.0,3202423.0,2881261.0,37.0,2530695.0,2255947.0,10895875.0,642908.0,78812606.0,105915769.0,296191911.0,4069655.0,116126499.0
18.08.19,5633984.0,3023119.0,,,2156148.0,2828954.0,3753088.0,,2154824.0,2117880.0,2935883.0,2279214.0,2433246.0,2339531.0,2717401.0,2160821.0,2196008.0,3255394.0,2914728.0,37.0,2467805.0,2206273.0,10935005.0,646893.0,76169673.0,105654056.0,299187754.0,4125068.0,119475773.0
18.08.20,5661423.0,2976272.0,,,2149368.0,2746082.0,3734250.0,,2055284.0,2036922.0,2941640.0,2275671.0,2347091.0,2272378.0,2617363.0,2068756.0,2105910.0,3177067.0,2960680.0,37.0,2419763.0,2169318.0,10866057.0,646354.0,74828069.0,106719140.0,300874082.0,4179352.0,125205885.0
18.08.21,5698737.0,2954149.0,,,2143645.0,2662946.0,3729679.0,,2025696.0,2000716.0,2924970.0,2280336.0,2281082.0,2190610.0,2546708.0,2015448.0,2056011.0,3048882.0,2846682.0,37.0,2386342.0,2149535.0,10800146.0,647128.0,73367280.0,108044764.0,307410827.0,4334182.0,129277372.0
18.08.22,5593063.0,2946802.0,,,2144791.0,2642061.0,3739622.0,,2026339.0,2003781.0,2914151.0,2289424.0,2273699.0,2184001.0,2538785.0,2012043.0,2050016.0,3024514.0,2814647.0,37.0,2373503.0,2138316.0,10785603.0,645764.0,75761025.0,109127408.0,315563659.0,4547342.0,134958038.0
18.08.23,5428822.0,2955592.0,,,2144520.0,2645549.0,3736130.0,,2021164.0,2004498.0,2927788.0,2298411.0,2276122.0,2184063.0,2538786.0,2012562.0,2050361.0,3039538.0,2800245.0,38.0,2372369.0,2132670.0,10769459.0,645793.0,77946458.0,111072262.0,324236969.0,4655824.0,138282556.0
18.08.24,5371390.0,2981210.0,,,2138405.0,2665419.0,3738427.0,,2028148.0,2007140.0,2933291.0,2290592.0,2294444.0,2203046.0,2549642.0,2023696.0,2058171.0,3103575.0,2814565.0,38.0,2379806.0,2135750.0,10786550.0,642802.0,83392113.0,113920673.0,325454273.0,4575880.0,137271438.0
18.08.25,5215700.0,2983384.0,,,2120660.0,2707314.0,3725720.0,,2049492.0,2024861.0,2920875.0,2255147.0,2334296.0,2253823.0,2581015.0,2055077.0,2078827.0,3206038.0,2885195.0,38.0,2386349.0,2124854.0,10769615.0,644223.0,91616000.0,114577722.0,322044323.0,4426192.0,132105036.0
18.08.26,5466008.0,2966750.0,,,2092246.0,2730561.0,3681166.0,,2047464.0,2022530.0,2887570.0,2219303.0,2343454.0,2258137.0,2577333.0,2072542.0,2090770.0,3239777.0,2853910.0,38.0,2361032.0,2097625.0,10769905.0,643535.0,79837638.0,113981328.0,315291825.0,4206184.0,128655544.0
18.08.27,5462008.0,2938768.0,,,2071552.0,2674979.0,3628725.0,,1985315.0,1953446.0,2829887.0,2201038.0,2284733.0,2199554.0,2504011.0,2007536.0,2039573.0,3203382.0,2868695.0,39.0,2321333.0,2064731.0,10645894.0,640131.0,73368393.0,111561733.0,308809323.0,4095945.0,123088836.0
18.08.28,5468799.0,2909347.0,,,2056899.0,2595828.0,3591566.0,,1937833.0,1902298.0,2783289.0,2189686.0,2216451.0,2111738.0,2430359.0,1950919.0,1969161.0,3121750.0,2879439.0,39.0,2291717.0,2043005.0,10538252.0,638407.0,75274263.0,110677201.0,305301581.0,4081965.0,123814775.0
18.08.29,5521093.0,2888964.0,,,2046701.0,2564379.0,3565025.0,,1930031.0,1900486.0,2763578.0,2184127.0,2202371.0,2100893.0,2413724.0,1935035.0,1959175.0,3091749.0,2880180.0,39.0,2293492.0,2015693.0,10511807.0,639352.0,77132842.0,109734491.0,307889038.0,4112206.0,125757770.0
18.08.30,5521737.0,2874207.0,,,2042347.0,2563266.0,3564024.0,,1934898.0,1896657.0,2749387.0,2182284.0,2199620.0,2089019.0,2408098.0,1937444.0,1957993.0,3105524.0,2856177.0,38.0,2298002.0,2012730.0,10464753.0,634894.0,82281934.0,110375911.0,317598568.0,4217240.0,128470986.0
18.08.31,5325915.0,2865946.0,,,2032038.0,2568028.0,3550228.0,,1933502.0,1900215.0,2738913.0,2171211.0,2213678.0,2098340.0,2417779.0,1939853.0,1967205.0,3153178.0,2839193.0,36.0,2305620.0,2007181.0,10475389.0,631521.0,81018673.0,103459463.0,302820306.0,4084635.0,116114193.0
18.09.01,5333134.0,2844551.0,,,2007942.0,2585983.0,3522197.0,,1940400.0,1905412.0,2726251.0,2134408.0,2228896.0,2103271.0,2423420.0,1954741.0,1986250.0,3199321.0,2834036.0,35.0,2290034.0,1993023.0,10456287.0,624793.0,81657631.0,96842813.0,287067382.0,4063485.0,104005207.0
18.09.02,5669855.0,2797214.0,,,1968921.0,2598635.0,3455668.0,,1933896.0,1901644.0,2688567.0,2089107.0,2230327.0,2110452.0,2409256.0,1953879.0,1997317.0,3216165.0,2776318.0,34.0,2234155.0,1940910.0,10393212.0,607696.0,82724754.0,92545782.0,278291915.0,4053702.0,101346738.0
18.09.03,5605667.0,2749452.0,,,1943816.0,2532893.0,3405317.0,,1884261.0,1813484.0,2645401.0,2069643.0,2153386.0,2055920.0,2296134.0,1881949.0,1916706.0,3163339.0,2784563.0,34.0,2177541.0,1894835.0,10251190.0,594978.0,82046685.0,91009348.0,273205558.0,4137939.0,99883989.0
18.09.04,5551642.0,2741054.0,,,1943214.0,2508892.0,3393072.0,,1869176.0,1796237.0,2641439.0,2071643.0,2126722.0,2030727.0,2243120.0,1863798.0,1899242.0,3118089.0,2765596.0,34.0,2171518.0,1896051.0,10213622.0,600454.0,81229348.0,90938665.0,274028904.0,4183090.0,100765052.0
18.09.05,5277104.0,2700852.0,,,1882791.0,2337949.0,3304551.0,,1778939.0,1719787.0,2553895.0,2021802.0,1976316.0,1863428.0,2036201.0,1748776.0,1781197.0,2864546.0,2732135.0,33.0,2132575.0,1835277.0,9895008.0,578438.0,76593092.0,92359871.0,278034329.0,4508149.0,103586155.0
18.09.06,5428737.0,2708773.0,,,1883247.0,2338355.0,3309984.0,,1792804.0,1722811.0,2557444.0,2022578.0,1977697.0,1857518.0,2035172.0,1754600.0,1780414.0,2865553.0,2724317.0,32.0,2143862.0,1840397.0,9887812.0,577207.0,76288460.0,92449337.0,277982476.0,4512081.0,103663096.0
18.09.07,5400509.0,2710178.0,,,1885459.0,2338618.0,3311100.0,,1803218.0,1728463.0,2549355.0,2020162.0,1980967.0,1863802.0,2035090.0,1751040.0,1784129.0,2873079.0,2738720.0,33.0,2154806.0,1844781.0,9897064.0,577938.0,76505328.0,92566388.0,278302700.0,4507858.0,103787998.0
