x,特殊装备-耳环-军神的古怪耳环,特殊装备-耳环-命运挑战者,特殊装备-耳环-圣物:荣耀的恶魔贵族耳环,特殊装备-耳环-宽容之海,特殊装备-耳环-悲剧人生的归寂,特殊装备-耳环-无尽地狱黑暗之印,特殊装备-耳环-无我灵晶,特殊装备-耳环-时之矛盾,特殊装备-耳环-次元流星坠,特殊装备-耳环-电磁能量传送者,特殊装备-耳环-窥视未来耳环,特殊装备-耳环-腐蚀之黑色十字耳环,特殊装备-耳环-铁腕之力耳坠,特殊装备-辅助装备通用-万疫之源 - 恶魔之舌,特殊装备-辅助装备通用-全元素水晶,特殊装备-辅助装备通用-公爵尤里斯的骨骸,特殊装备-辅助装备通用-军神的遗书,特殊装备-辅助装备通用-冰雪凝香石,特殊装备-辅助装备通用-卡勒特的神投者手套,特殊装备-辅助装备通用-咕噜的玩具,特殊装备-辅助装备通用-哈迪的阴影面罩,特殊装备-辅助装备通用-圣物:荣耀的恶魔贵族臂章,特殊装备-辅助装备通用-失控之怒,特殊装备-辅助装备通用-奸邪之鼠的断尾,特殊装备-辅助装备通用-尸疫之祸,特殊装备-辅助装备通用-巨灵布鲁的封印之铃,特殊装备-辅助装备通用-幽游白书:剑魂,特殊装备-辅助装备通用-幽游白书:圣魂,特殊装备-辅助装备通用-幽游白书:斗魂,特殊装备-辅助装备通用-幽游白书:月魂,特殊装备-辅助装备通用-引路者的旅行书,特殊装备-辅助装备通用-悲情者遗物,特殊装备-辅助装备通用-感染者臂章,特殊装备-辅助装备通用-战术之王的战术指挥棒,特殊装备-辅助装备通用-支配者王冠,特殊装备-辅助装备通用-暗黑术士亲笔古书,特殊装备-辅助装备通用-暴戾搜捕团的祭司面罩,特殊装备-辅助装备通用-暴戾搜捕团的预言之书,特殊装备-辅助装备通用-最佳球手之球,特殊装备-辅助装备通用-末日之刻,特殊装备-辅助装备通用-梦幻列车长的怀表,特殊装备-辅助装备通用-民兵队长的职权臂章,特殊装备-辅助装备通用-浓雾之息,特殊装备-辅助装备通用-煞影之痕,特殊装备-辅助装备通用-牛头械王的能量装置,特殊装备-辅助装备通用-牛头械王的超能心脏,特殊装备-辅助装备通用-牛头械王的超能芯片,特殊装备-辅助装备通用-牛头统帅的图腾柱,特殊装备-辅助装备通用-疯狂伊凡的火药桶,特殊装备-辅助装备通用-疯狂伊凡的灵魂面具,特殊装备-辅助装备通用-盗墓王的铁锄,特殊装备-辅助装备通用-盗墓笔记 - 寻龙诀,特殊装备-辅助装备通用-禁断契约书,特殊装备-辅助装备通用-突击队长的强袭装置,特殊装备-辅助装备通用-突击队长的战斗护盾,特殊装备-辅助装备通用-突击队长的护心仪,特殊装备-辅助装备通用-聚魔漩涡,特殊装备-辅助装备通用-能量回流控制者,特殊装备-辅助装备通用-腐蚀之黑色面具,特殊装备-辅助装备通用-过往时光的轮回,特殊装备-辅助装备通用-锤王波罗丁的权杖,特殊装备-辅助装备通用-青面修罗的面具,特殊装备-辅助装备通用-高贵之天,特殊装备-辅助装备通用-魔剑阿波菲斯的剑鞘,特殊装备-魔法石通用-一粒尘埃,特殊装备-魔法石通用-万疫之源 - 污秽之心,特殊装备-魔法石通用-使徒狄瑞吉的冥玄石,特殊装备-魔法石通用-军神的庇护宝石,特殊装备-魔法石通用-冰雪公主结晶,特殊装备-魔法石通用-哈尼克之心,特殊装备-魔法石通用-哈尼克的血凝石,特殊装备-魔法石通用-圣物:荣耀的恶魔贵族魔法石,特殊装备-魔法石通用-寂寞的呼喊,特殊装备-魔法石通用-巨灵封印之瞳,特殊装备-魔法石通用-戮蛊的记忆之眼,特殊装备-魔法石通用-扭曲的异界魔石,特殊装备-魔法石通用-日落狂沙之石,特殊装备-魔法石通用-时之漩涡,特殊装备-魔法石通用-明与暗,特殊装备-魔法石通用-智慧之地,特殊装备-魔法石通用-暗精灵的融合心脏,特殊装备-魔法石通用-暗黑术士的精髓,特殊装备-魔法石通用-暴戾搜捕团的守护之心,特殊装备-魔法石通用-江山如故,特殊装备-魔法石通用-灵魂掠夺者,特殊装备-魔法石通用-狂乱之天灾降临,特殊装备-魔法石通用-狄瑞吉的邪念之瞳,特殊装备-魔法石通用-王者耀世之威,特殊装备-魔法石通用-电光能量支配者,特殊装备-魔法石通用-疯狂伊凡的超级炸药,特殊装备-魔法石通用-瘟疫之核,特殊装备-魔法石通用-突击队长的核心晶石,特殊装备-魔法石通用-聚灵之核,特殊装备-魔法石通用-腐蚀之黑色尖角,特殊装备-魔法石通用-被困的时之沙,特殊装备-魔法石通用-被诅咒的冰魄魂石,特殊装备-魔法石通用-贪欲之瞳,特殊装备-魔法石通用-赤鬼的次元石,特殊装备-魔法石通用-阿波菲斯之眼,特殊装备-魔法石通用-驱逐伪装者之圣戮石,特殊装备-魔法石通用-骷髅凯恩的血凝石
20.02.04,,,,,,,,,,,,,3056333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108271.0,3127901.0,3110753.0,3080247.0,3157654.0,3091727.0,3206172.0,3147529.0,3104308.0,3142222.0,3107777.0,,3318407.0,3107901.0,,3110864.0,1969024.0,3094568.0,3110778.0,3106592.0,3103142.0,3147778.0,3101296.0,3290246.0,15325914.0,3270247.0,3325185.0,3293975.0,3285345.0,3286666.0,3309753.0,3281110.0,3341000.0,3309728.0,3290123.0,2163222.0,3315864.0,3323815.0,3324744.0,,3269259.0,3281234.0,3347740.0,3313209.0,3375321.0,3290270.0,3276172.0,3339259.0,3276543.0,3308186.0,3280617.0,3300111.0,3315432.0,3287643.0,3079012.0,3124876.0,3272839.0,3310518.0
20.02.05,,,,,,,,,,,,,3012235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113208.0,3083209.0,3105534.0,3108889.0,3172219.0,3132244.0,3207319.0,3170270.0,3157987.0,3150247.0,3114728.0,,3354468.0,3134123.0,,3116679.0,1953135.0,3137171.0,3108555.0,3130197.0,3093932.0,3149517.0,3116173.0,3291513.0,15419073.0,3309876.0,3311100.0,3316170.0,3293950.0,3316543.0,3350592.0,3316295.0,3321258.0,3331975.0,3285679.0,2111932.0,3310926.0,3314839.0,3330988.0,,3301296.0,3311530.0,3354938.0,3329876.0,3406666.0,3324580.0,3311654.0,3326667.0,3305913.0,3362518.0,3323086.0,3303580.0,3345926.0,3285791.0,3102088.0,3134074.0,3334814.0,3350012.0
20.02.06,,,,,,,,,,,,,3012235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113208.0,3083209.0,3105534.0,3108889.0,3172219.0,3132244.0,3207319.0,3170270.0,3157987.0,3150247.0,3114728.0,,3354468.0,3134123.0,,3116679.0,1953135.0,3137171.0,3108555.0,3130197.0,3093932.0,3149517.0,3116173.0,3291513.0,15419073.0,3309876.0,3311100.0,3316170.0,3293950.0,3316543.0,3350592.0,3316295.0,3321258.0,3331975.0,3285679.0,2111932.0,3310926.0,3314839.0,3329753.0,,3301296.0,3311530.0,3354938.0,3329876.0,3406666.0,3324580.0,3311654.0,3326667.0,3305913.0,3362518.0,3323086.0,3303580.0,3345926.0,3285791.0,3102088.0,3134074.0,3334814.0,3350012.0
20.02.07,,,,,,,,,,,,,2994809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211110.0,3222469.0,3186152.0,3180740.0,3210123.0,3211358.0,3342093.0,3240606.0,3206913.0,3147531.0,3143569.0,,3388049.0,3226905.0,,3232838.0,1970765.0,3194567.0,3175431.0,3181617.0,3224166.0,3217531.0,3203648.0,3413457.0,15455333.0,3376259.0,3434333.0,3363678.0,3332111.0,3349506.0,3417123.0,3397761.0,3420370.0,3383834.0,3409543.0,2091964.0,3311667.0,3396049.0,3400012.0,,3377530.0,3369011.0,3420099.0,3407852.0,3470012.0,3436924.0,3389382.0,3380123.0,3406912.0,3388397.0,3390889.0,3363086.0,3358272.0,3373581.0,3219259.0,3222716.0,3322407.0,3404197.0
20.02.08,,,,,,,,,,,,,3011481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294566.0,3285301.0,3304805.0,3267037.0,3259753.0,3292494.0,3386913.0,3328024.0,3324321.0,3242099.0,3254061.0,,3491704.0,3269383.0,,3309505.0,1989876.0,3320654.0,3217531.0,3323855.0,3278197.0,3276568.0,3278023.0,3484938.0,15543543.0,3453333.0,3484320.0,3493209.0,3431740.0,3497777.0,3500968.0,3470750.0,3484567.0,3484390.0,3504209.0,2095433.0,3541481.0,3466444.0,3478531.0,,3466543.0,3479129.0,3564827.0,3479086.0,3543469.0,3530986.0,3524011.0,3519753.0,3544444.0,3497419.0,3508691.0,3464938.0,3550123.0,3451757.0,3264311.0,3332344.0,3399271.0,3511224.0
20.02.09,,,,,,,,,,,,,3076939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368640.0,3411852.0,3403200.0,3350753.0,3395901.0,3385679.0,3398123.0,3403086.0,3384049.0,3375728.0,3357619.0,,3623947.0,3342123.0,,3377998.0,1986542.0,3436666.0,3317521.0,3441941.0,3366617.0,3410494.0,3386541.0,3611234.0,15619925.0,3592222.0,3606913.0,3550123.0,3550135.0,3587393.0,3587432.0,3613816.0,3626418.0,3572605.0,3626667.0,2116644.0,3627037.0,3600863.0,3579259.0,,3513210.0,3583080.0,3618166.0,3599876.0,3640605.0,3554812.0,3566073.0,3595184.0,3610247.0,3580122.0,3578691.0,3580123.0,3616420.0,3657690.0,3409654.0,3453580.0,3574987.0,3575185.0
20.02.10,,,,,,,,,,,,,3053332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439505.0,3435185.0,3420854.0,3488024.0,3431838.0,3424689.0,3497321.0,3486788.0,3450000.0,3482099.0,3472448.0,,3665308.0,3451111.0,,3462592.0,1975711.0,3425679.0,3411471.0,3461728.0,3441111.0,3441765.0,3395185.0,3593210.0,15609871.0,3613356.0,3657407.0,3618642.0,3678086.0,3610863.0,3614197.0,3609138.0,3663333.0,3591283.0,3633839.0,2114300.0,3630740.0,3607086.0,3632828.0,,3581111.0,3613080.0,3659629.0,3684827.0,3631605.0,3593331.0,3578074.0,3627185.0,3604074.0,3611775.0,3573111.0,3608396.0,3619629.0,3693084.0,3514444.0,3438888.0,3592889.0,3613088.0
20.02.11,,,,,,,,,,,,,2987160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516296.0,3492222.0,3470740.0,3507407.0,3494098.0,3436419.0,3507831.0,3488517.0,3475185.0,3487531.0,3498049.0,,3683703.0,3512592.0,,3489752.0,1960878.0,3502222.0,3419743.0,3525298.0,3459135.0,3502321.0,3421111.0,3614197.0,15576666.0,3684567.0,3654938.0,3672629.0,3699308.0,3633455.0,3635165.0,3670507.0,3682098.0,3659987.0,3652088.0,2083311.0,3585209.0,3649753.0,3675939.0,,3638642.0,3663209.0,3695555.0,3697407.0,3649789.0,3632591.0,3659031.0,3680000.0,3609753.0,3608148.0,3664074.0,3673455.0,3691049.0,3654319.0,3521975.0,3479865.0,3595981.0,3667555.0
20.02.12,,,,,,,,,,,,,2961718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555780.0,3522097.0,3502965.0,3549001.0,3536665.0,3532716.0,3502962.0,3511247.0,3544928.0,3517901.0,3535777.0,,3717295.0,3537275.0,,3536196.0,1953334.0,3530839.0,3472114.0,3544063.0,3522582.0,3541703.0,3447150.0,3707036.0,15588517.0,3684468.0,3667765.0,3701765.0,3732382.0,3675987.0,3647128.0,3729777.0,3733333.0,3711834.0,3692024.0,2098396.0,3608617.0,3666962.0,3677396.0,,3690296.0,3706309.0,3721888.0,3742221.0,3662591.0,3632591.0,3704685.0,3722469.0,3642617.0,3707653.0,3683481.0,3744554.0,3704430.0,3694814.0,3538755.0,3525695.0,3659462.0,3684814.0
20.02.13,,,,,,,,,,,,,2955555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604308.0,3570848.0,3513816.0,3587679.0,3583198.0,3572961.0,3555432.0,3600384.0,3611592.0,3620934.0,3548740.0,,3758024.0,3568592.0,,3581628.0,1958821.0,3604321.0,3508879.0,3561965.0,3582582.0,3574938.0,3598339.0,3762098.0,15670617.0,3741963.0,3755185.0,3744938.0,3773456.0,3767654.0,3774844.0,3783827.0,3849629.0,3748390.0,3749135.0,2108888.0,3617284.0,3778098.0,3695421.0,,3750494.0,3741590.0,3835000.0,3818999.0,3745728.0,3793703.0,3777270.0,3778394.0,3695802.0,3746802.0,3802468.0,3779506.0,3767728.0,3779628.0,3605678.0,3568843.0,3788160.0,3752468.0
20.02.14,,,,,,,,,,,,,2974591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679907.0,3699752.0,3563332.0,3659753.0,3661223.0,3618270.0,3707407.0,3723098.0,3668374.0,3708592.0,3597012.0,,3904558.0,3635423.0,,3644691.0,1987407.0,3709506.0,3563333.0,3659113.0,3704212.0,3670247.0,3615509.0,3856790.0,15835308.0,3820494.0,3869629.0,3819375.0,3857555.0,3903632.0,3889412.0,3878136.0,3904074.0,3868938.0,3878988.0,2145780.0,3755913.0,3890493.0,3827149.0,,3861098.0,3853445.0,3882715.0,3907889.0,3857987.0,3902582.0,3916666.0,3921851.0,3742592.0,3907159.0,3842592.0,3892617.0,3829505.0,3873332.0,3682126.0,3729248.0,3856802.0,3857679.0
20.02.15,,,,,,,,,,,,,2989768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812481.0,3837432.0,3728270.0,3764937.0,3798518.0,3770369.0,3812222.0,3828518.0,3817778.0,3779752.0,3810851.0,,3997777.0,3810259.0,,3747654.0,2034098.0,3871605.0,3664444.0,3816296.0,3850985.0,3821111.0,3764321.0,3983703.0,15870370.0,3998024.0,3949370.0,3980486.0,4014197.0,4004160.0,3991234.0,3993827.0,4057529.0,3962592.0,3978024.0,2202177.0,3790740.0,4021901.0,4038889.0,,3945418.0,3968888.0,4091604.0,3984987.0,3999432.0,4029001.0,4003580.0,3983210.0,3912334.0,4009876.0,3990123.0,3997173.0,3926913.0,3997653.0,3782716.0,3813086.0,3994065.0,3979751.0
20.02.16,,,,,,,,,,,,,3041110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825833.0,3823210.0,3753208.0,3851111.0,3844074.0,3829628.0,3846296.0,3859753.0,3877531.0,3808876.0,3811851.0,,4027160.0,3824308.0,,3819876.0,2076516.0,3859506.0,3776555.0,3867901.0,3855555.0,3812358.0,3840864.0,3984444.0,15659790.0,3989864.0,3963949.0,3964815.0,3948586.0,3997790.0,4009246.0,3999629.0,4021605.0,3992963.0,4006160.0,2223421.0,3759740.0,3996542.0,4029381.0,,3955702.0,3985431.0,4029382.0,3981110.0,3993086.0,4008172.0,4010740.0,3994190.0,3963209.0,4001481.0,3978148.0,3959299.0,3967679.0,4004074.0,3803605.0,3853827.0,4013827.0,3986790.0
20.02.17,,,,,,,,,,,,,3075714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791772.0,3791505.0,3775431.0,3808148.0,3823693.0,3803182.0,3824568.0,3843209.0,3834073.0,3789506.0,3781846.0,,3935617.0,3799740.0,,3839916.0,2095197.0,3836790.0,3772901.0,3811370.0,3817397.0,3789866.0,3792222.0,3923703.0,15549715.0,3922741.0,3920848.0,3947830.0,3948407.0,3952345.0,3948505.0,3932789.0,3935309.0,3895926.0,3938300.0,2250765.0,3775926.0,3950000.0,3958148.0,,3915431.0,3928146.0,3973481.0,3937097.0,3907037.0,3922122.0,3973148.0,3923703.0,3930616.0,3928889.0,3908271.0,3919753.0,3925086.0,3919383.0,3785827.0,3818139.0,3994938.0,3936913.0
20.02.18,,,,,,,,,,,,,3044100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754580.0,3745055.0,3751965.0,3725185.0,3764209.0,3750098.0,3800854.0,3789629.0,3725185.0,3733332.0,3734321.0,,3883332.0,3732988.0,,3760016.0,2088074.0,3779926.0,3718086.0,3737036.0,3735555.0,3733827.0,3749259.0,3866543.0,15455433.0,3882592.0,3882716.0,3892136.0,3863938.0,3903862.0,3883444.0,3898889.0,3908395.0,3869012.0,3882258.0,2245333.0,3765802.0,3890731.0,3910987.0,,3868889.0,3865617.0,3887431.0,3884075.0,3867284.0,3865679.0,3911111.0,3897099.0,3907654.0,3902592.0,3870359.0,3885430.0,3890271.0,3872963.0,3717881.0,3748261.0,3877778.0,3898270.0
20.02.19,,,,,,,,,,,,,3060642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734827.0,3718395.0,3732345.0,3679307.0,3708642.0,3720337.0,3756788.0,3717284.0,3692469.0,3686543.0,3641481.0,,3843345.0,3699383.0,,3740123.0,2062518.0,3743457.0,3714249.0,3713123.0,3682345.0,3697160.0,3701842.0,3852741.0,15366554.0,3818518.0,3858765.0,3867160.0,3827901.0,3841481.0,3867728.0,3866666.0,3856938.0,3857432.0,3850123.0,2219026.0,3743579.0,3858262.0,3854456.0,,3845915.0,3847650.0,3843209.0,3848631.0,3836506.0,3841235.0,3872629.0,3889876.0,3881776.0,3860136.0,3839888.0,3845344.0,3878049.0,3873171.0,3690110.0,3714196.0,3860864.0,3855690.0
20.02.20,,,,,,,,,,,,,3103864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674530.0,3677160.0,3689383.0,3668765.0,3688395.0,3677160.0,3752098.0,3692444.0,3678888.0,3679753.0,3607475.0,,3838024.0,3676667.0,,3709136.0,2049283.0,3659012.0,3677370.0,3682876.0,3663457.0,3677777.0,3687975.0,3858716.0,15310361.0,3815925.0,3858024.0,3867160.0,3827901.0,3847283.0,3871110.0,3853827.0,3856913.0,3856666.0,3850370.0,2197197.0,3736901.0,3872097.0,3838666.0,,3831234.0,3852740.0,3844073.0,3847520.0,3834036.0,3832716.0,3866049.0,3877496.0,3867209.0,3860987.0,3867135.0,3857038.0,3854592.0,3867443.0,3682222.0,3686321.0,3856406.0,3854098.0
20.02.21,,,,,,,,,,,,,3262666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658148.0,3649691.0,3670864.0,3675432.0,3687283.0,3693176.0,3755703.0,3691222.0,3692463.0,3681481.0,3607358.0,,3841000.0,3683210.0,,3695555.0,2056593.0,3681223.0,3649373.0,3675061.0,3653580.0,3666902.0,3685753.0,3875443.0,15255676.0,3829753.0,3868642.0,3860382.0,3835679.0,3876790.0,3962345.0,3857766.0,3856666.0,3915037.0,3847284.0,2193852.0,3701605.0,3877554.0,3860184.0,,3830864.0,3838012.0,3843086.0,3873883.0,3824160.0,3906000.0,3860493.0,3860246.0,3891974.0,3844320.0,3865678.0,3850002.0,3863949.0,3886061.0,3680000.0,3673456.0,3853086.0,3845431.0
20.02.22,,,,,,,,,,,,,3238085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646148.0,3685975.0,3666913.0,3685605.0,3672345.0,3687003.0,3682839.0,3736049.0,3701605.0,3675802.0,3595623.0,,3873455.0,3670494.0,,3707396.0,2044835.0,3648148.0,3670360.0,3650370.0,3668642.0,3653457.0,3682605.0,3901223.0,15235911.0,3841851.0,3898765.0,3869629.0,3862975.0,3894098.0,3927016.0,3847444.0,3901256.0,3867901.0,3846049.0,2161518.0,3688395.0,3864591.0,3853222.0,,3817899.0,3883950.0,3871975.0,3867901.0,3804284.0,3872790.0,3909494.0,3850123.0,3873827.0,3836049.0,3855555.0,3854453.0,3916666.0,3887901.0,3720246.0,3657407.0,3847653.0,3851852.0
20.02.23,,,,,,,,,,,,,3029116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682222.0,3668567.0,3658506.0,3670171.0,3692098.0,3698148.0,3661111.0,3742963.0,3697160.0,3660617.0,3631802.0,,3915953.0,3675308.0,,3715185.0,2037137.0,3679753.0,3679990.0,3660494.0,3685061.0,3675185.0,3686234.0,3902216.0,15156728.0,3893222.0,3892838.0,3895676.0,3861753.0,3890123.0,3914564.0,3881971.0,3889898.0,3862092.0,3909245.0,2147519.0,3716790.0,3893950.0,3882716.0,,3852592.0,3909979.0,3893455.0,3890740.0,3886568.0,3889753.0,3900617.0,3918654.0,3894197.0,3879530.0,3862960.0,3906047.0,3893617.0,3904074.0,3696296.0,3677284.0,3874814.0,3881605.0
20.02.24,,,,,,,,,,,,,2945300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668160.0,3639308.0,3650617.0,3672221.0,3694567.0,3677283.0,3658887.0,3726296.0,3681358.0,3642715.0,3682296.0,,3872468.0,3663209.0,,3712715.0,2048518.0,3672728.0,3678373.0,3647531.0,3683703.0,3671605.0,3671444.0,3859377.0,15054373.0,3876913.0,3878012.0,3872962.0,3843604.0,3892963.0,3882712.0,3858963.0,3895432.0,3844815.0,3883084.0,2155791.0,3731913.0,3873321.0,3894444.0,,3836543.0,3853942.0,3885815.0,3879752.0,3863333.0,3871852.0,3882802.0,3887529.0,3869135.0,3866170.0,3848888.0,3868393.0,3864135.0,3879394.0,3685308.0,3668518.0,3872838.0,3869197.0
20.02.25,,,,,,,,,,,,,2880369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649506.0,3612604.0,3632469.0,3636047.0,3652199.0,3647617.0,3640370.0,3708900.0,3649245.0,3626727.0,3663864.0,,3820196.0,3645679.0,,3694443.0,2086386.0,3644765.0,3682703.0,3619382.0,3638253.0,3664580.0,3634691.0,3823333.0,14975418.0,3830493.0,3847160.0,3853580.0,3809530.0,3857778.0,3861848.0,3822961.0,3841478.0,3836420.0,3839752.0,2164937.0,3700669.0,3864444.0,3865135.0,,3802494.0,3825061.0,3848879.0,3830625.0,3820765.0,3859117.0,3841814.0,3842468.0,3812839.0,3837901.0,3828395.0,3832961.0,3832697.0,3834938.0,3660864.0,3654558.0,3822098.0,3818376.0
20.02.26,,,,,,,,,,,,,2811234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593703.0,3593333.0,3594568.0,3600613.0,3614444.0,3629506.0,3607037.0,3618148.0,3608518.0,3585432.0,3599999.0,,3794071.0,3607654.0,,3623827.0,2099814.0,3612715.0,3643456.0,3596444.0,3606903.0,3603827.0,3570247.0,3806164.0,14996275.0,3809258.0,3809496.0,3813692.0,3794222.0,3803691.0,3848505.0,3792716.0,3787652.0,3803000.0,3820269.0,2171718.0,3696530.0,3818925.0,3834567.0,,3768139.0,3805326.0,3807657.0,3794962.0,3794316.0,3835061.0,3805271.0,3823073.0,3796419.0,3801975.0,3797900.0,3785175.0,3802706.0,3801852.0,3622219.0,3588765.0,3793850.0,3784691.0
20.02.27,,,,,,,,,,,,,2752962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580247.0,3570987.0,3567776.0,3597531.0,3581259.0,3612123.0,3608395.0,3590160.0,3597160.0,3552716.0,3584456.0,,3784813.0,3597160.0,,3574567.0,2094075.0,3601101.0,3643333.0,3571111.0,3604495.0,3594197.0,3576420.0,3793086.0,15003696.0,3784938.0,3789990.0,3775431.0,3783840.0,3788765.0,3809045.0,3784062.0,3753083.0,3786702.0,3802246.0,2156924.0,3627531.0,3766912.0,3806419.0,,3744090.0,3784950.0,3797805.0,3786506.0,3783949.0,3783703.0,3780444.0,3788283.0,3785308.0,3767407.0,3787036.0,3774567.0,3781101.0,3765185.0,3589383.0,3579135.0,3759530.0,3774444.0
20.02.28,,,,,,,,,,,,,2736419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577407.0,3562592.0,3586974.0,3559629.0,3583111.0,3584938.0,3607173.0,3591728.0,3577555.0,3548749.0,3578900.0,,3773948.0,3594064.0,,3576907.0,2095594.0,3608888.0,3562087.0,3586666.0,3589979.0,3582233.0,3561481.0,3799250.0,15101233.0,3793323.0,3782373.0,3772469.0,3780026.0,3776049.0,3811872.0,3783604.0,3761740.0,3785467.0,3799518.0,2166061.0,3690864.0,3762653.0,3762543.0,,3735077.0,3776161.0,3787444.0,3764938.0,3770370.0,3762591.0,3774147.0,3787394.0,3801721.0,3777777.0,3767406.0,3761419.0,3778868.0,3786419.0,3586540.0,3577160.0,3765210.0,3782715.0
20.02.29,,,,,,,,,,,,,2691296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596296.0,3561470.0,3567221.0,3569506.0,3580518.0,3589876.0,3618531.0,3598518.0,3577522.0,3552592.0,3581122.0,,3751429.0,3591100.0,,3579135.0,2091901.0,3600370.0,3552963.0,3575185.0,3578133.0,3590160.0,3587222.0,3789002.0,15156291.0,3802581.0,3769618.0,3779135.0,3791618.0,3796247.0,3800490.0,3770494.0,3745304.0,3783246.0,3774247.0,2169259.0,3715580.0,3752691.0,3755382.0,,3730987.0,3763950.0,3765679.0,3760258.0,3746420.0,3775837.0,3769629.0,3805085.0,3787029.0,3772099.0,3764320.0,3733394.0,3778261.0,3762716.0,3582466.0,3585308.0,3791875.0,3775629.0
20.03.01,,,,,,,,,,,,,2668111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3576172.0,3564310.0,3563640.0,3563333.0,3573333.0,3585555.0,3608642.0,3597530.0,3573950.0,3547530.0,3585567.0,,3746418.0,3582098.0,,3569129.0,2090655.0,3597160.0,3547530.0,3572716.0,3581101.0,3576666.0,3422160.0,3763900.0,15070116.0,3780493.0,3747281.0,3769505.0,3759903.0,3767395.0,3793083.0,3765555.0,3754711.0,3754568.0,3760987.0,2180112.0,3699407.0,3754049.0,3754642.0,,3726187.0,3753455.0,3743333.0,3753827.0,3717160.0,3766543.0,3759877.0,3774098.0,3765918.0,3762346.0,3753445.0,3738048.0,3770976.0,3762382.0,3600244.0,3584814.0,3778148.0,3764642.0
20.03.02,,,,,,,,,,,,,2630308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575062.0,3564310.0,3549443.0,3533580.0,3580753.0,3583209.0,3579752.0,3582591.0,3570617.0,3545308.0,3592962.0,,3721097.0,3578210.0,,3568018.0,2081654.0,3571481.0,3547530.0,3570407.0,3577768.0,3576666.0,3577962.0,3736300.0,14970492.0,3745802.0,3728144.0,3746172.0,3735953.0,3764271.0,3791971.0,3730864.0,3732365.0,3727714.0,3722592.0,2178346.0,3704222.0,3755431.0,3742975.0,,3694444.0,3749480.0,3729383.0,3742728.0,3716790.0,3739506.0,3742568.0,3754567.0,3754716.0,3732222.0,3741111.0,3728147.0,3761842.0,3753319.0,3582073.0,3575308.0,3759369.0,3745543.0
20.03.03,,,,,,,,,,,,,2596059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575555.0,3557643.0,3545122.0,3535555.0,3545568.0,3579160.0,3570307.0,3575061.0,3557283.0,3546541.0,3567530.0,,3713344.0,3585924.0,,3557773.0,2067333.0,3586532.0,3547530.0,3538013.0,3575175.0,3579134.0,3566542.0,3713924.0,14913456.0,3729379.0,3720997.0,3737407.0,3713311.0,3738827.0,3722320.0,3703580.0,3713456.0,3726246.0,3707049.0,2153310.0,3683333.0,3728764.0,3741135.0,,3691728.0,3732458.0,3716629.0,3694864.0,3709996.0,3738393.0,3736308.0,3736913.0,3709395.0,3717901.0,3706295.0,3691654.0,3722496.0,3731604.0,3584070.0,3577777.0,3746542.0,3730517.0
